survey,survey_year,drivetrain,segment_dimension,segment_value,parameter,category,value,unit,base_n,page,value_source,note
adoption,2025,PHEV,all,all,replaced_vehicle_fuel,phev,32,percent,3559,p.5 / PDF 13,figure,
adoption,2025,PHEV,all,all,replaced_vehicle_fuel,diesel,0.6,percent,3559,p.5 / PDF 13,figure,
adoption,2025,PHEV,all,all,replaced_vehicle_fuel,flex_fuel,0.1,percent,3559,p.5 / PDF 13,figure,
adoption,2025,PHEV,all,all,replaced_vehicle_fuel,fcev,0,percent,3559,p.5 / PDF 13,figure,
adoption,2025,PHEV,all,all,replaced_vehicle_fuel,other,0,percent,3559,p.5 / PDF 13,figure,
adoption,2025,PHEV,all,all,replaced_vehicle_fuel,cng,0.1,percent,3559,p.5 / PDF 13,figure,
adoption,2025,BEV,all,all,first_ev_ever,yes,68,percent,4349,p.5 / PDF 13,figure,Fig 4
adoption,2025,PHEV,all,all,first_ev_ever,yes,72,percent,4349,p.5 / PDF 13,figure,Fig 4
adoption,2025,All,all,all,first_ev_ever,yes,69,percent,4349,p.4 / PDF 12,text,
adoption,2024,All,all,all,invited_participants,count,42498,count,,p.1 / PDF 9,text,
adoption,2024,All,all,all,valid_responses,count,5292,count,,p.1 / PDF 9,text,
adoption,2024,All,all,all,population_represented,count,42396,count,,p.2 / PDF 10,table,Table 1
adoption,2024,All,all,all,technology_share,BEV,65,percent,5292,p.3 / PDF 11,text,
adoption,2024,All,all,all,technology_share,PHEV,35,percent,5292,p.3 / PDF 11,text,
adoption,2024,BEV,all,all,home_charging_status,yes,80,percent,5266,p.12 / PDF 20,figure,Fig 14
adoption,2024,BEV,all,all,home_charging_status,no_but_planning,11,percent,5266,p.12 / PDF 20,figure,
adoption,2024,BEV,all,all,home_charging_status,no_no_plans,9,percent,5266,p.12 / PDF 20,figure,
adoption,2024,PHEV,all,all,home_charging_status,yes,76,percent,5266,p.12 / PDF 20,figure,Fig 14
adoption,2024,PHEV,all,all,home_charging_status,no_but_planning,11,percent,5266,p.12 / PDF 20,figure,
adoption,2024,PHEV,all,all,home_charging_status,no_no_plans,14,percent,5266,p.12 / PDF 20,figure,
adoption,2024,All,all,all,home_charging_status,yes,78,percent,5266,p.12 / PDF 20,text,overall; no_no_plans not stated in text
adoption,2024,All,all,all,home_charging_status,no_but_planning,11,percent,5266,p.12 / PDF 20,text,
adoption,2024,BEV,all,all,workplace_charging_access,yes,34,percent,3951,p.13 / PDF 21,figure,Fig 15; 'Not applicable' excluded
adoption,2024,BEV,all,all,workplace_charging_access,no,61,percent,3951,p.13 / PDF 21,figure,
adoption,2024,BEV,all,all,workplace_charging_access,dont_know,6,percent,3951,p.13 / PDF 21,figure,
adoption,2024,PHEV,all,all,workplace_charging_access,yes,24,percent,3951,p.13 / PDF 21,figure,Fig 15
adoption,2024,PHEV,all,all,workplace_charging_access,no,65,percent,3951,p.13 / PDF 21,figure,
adoption,2024,PHEV,all,all,workplace_charging_access,dont_know,11,percent,3951,p.13 / PDF 21,figure,
adoption,2024,BEV,all,all,near_workplace_charging_access,yes,59,percent,3985,p.13 / PDF 21,figure,Fig 15
adoption,2024,BEV,all,all,near_workplace_charging_access,no,27,percent,3985,p.13 / PDF 21,figure,
adoption,2024,BEV,all,all,near_workplace_charging_access,dont_know,14,percent,3985,p.13 / PDF 21,figure,
adoption,2024,PHEV,all,all,near_workplace_charging_access,yes,30,percent,3985,p.13 / PDF 21,figure,Fig 15
adoption,2024,PHEV,all,all,near_workplace_charging_access,no,40,percent,3985,p.13 / PDF 21,figure,
adoption,2024,PHEV,all,all,near_workplace_charging_access,dont_know,30,percent,3985,p.13 / PDF 21,figure,
adoption,2024,BEV,all,all,home_charging_method_current_or_planned,level2_240v_station,61,percent_multiselect,4663,p.14 / PDF 22,figure,Fig 16; multi-select
adoption,2024,BEV,all,all,home_charging_method_current_or_planned,outlet_240v_direct,23,percent_multiselect,4663,p.14 / PDF 22,figure,
adoption,2024,BEV,all,all,home_charging_method_current_or_planned,level1_120v_station,7,percent_multiselect,4663,p.14 / PDF 22,figure,
adoption,2024,BEV,all,all,home_charging_method_current_or_planned,outlet_120v_direct,20,percent_multiselect,4663,p.14 / PDF 22,figure,
adoption,2024,PHEV,all,all,home_charging_method_current_or_planned,level2_240v_station,21,percent_multiselect,4663,p.14 / PDF 22,figure,Fig 16; multi-select
adoption,2024,PHEV,all,all,home_charging_method_current_or_planned,outlet_240v_direct,8,percent_multiselect,4663,p.14 / PDF 22,figure,
adoption,2024,PHEV,all,all,home_charging_method_current_or_planned,level1_120v_station,7,percent_multiselect,4663,p.14 / PDF 22,figure,
adoption,2024,PHEV,all,all,home_charging_method_current_or_planned,outlet_120v_direct,72,percent_multiselect,4663,p.14 / PDF 22,figure,
adoption,2024,BEV,all,all,tenure,own,82,percent,5122,p.15 / PDF 23,figure,Fig 17; no BEV/PHEV difference
adoption,2024,BEV,all,all,tenure,rent,15,percent,5122,p.15 / PDF 23,figure,
adoption,2024,BEV,all,all,tenure,neither,3,percent,5122,p.15 / PDF 23,figure,
adoption,2024,PHEV,all,all,tenure,own,83,percent,5122,p.15 / PDF 23,figure,Fig 17
adoption,2024,PHEV,all,all,tenure,rent,14,percent,5122,p.15 / PDF 23,figure,
adoption,2024,PHEV,all,all,tenure,neither,4,percent,5122,p.15 / PDF 23,figure,
adoption,2024,All,all,all,tenure,own,82,percent,5122,p.14 / PDF 22,text,overall own only
adoption,2024,BEV,all,all,residence_type,detached_house,76,percent,5155,p.15 / PDF 23,figure,Fig 18
adoption,2024,BEV,all,all,residence_type,apartment_condominium,13,percent,5155,p.15 / PDF 23,figure,
adoption,2024,BEV,all,all,residence_type,attached_house,10,percent,5155,p.15 / PDF 23,figure,
adoption,2024,BEV,all,all,residence_type,other,0.9,percent,5155,p.15 / PDF 23,figure,
adoption,2024,PHEV,all,all,residence_type,detached_house,79,percent,5155,p.15 / PDF 23,figure,Fig 18
adoption,2024,PHEV,all,all,residence_type,apartment_condominium,12,percent,5155,p.15 / PDF 23,figure,
adoption,2024,PHEV,all,all,residence_type,attached_house,8,percent,5155,p.15 / PDF 23,figure,
adoption,2024,PHEV,all,all,residence_type,other,2,percent,5155,p.15 / PDF 23,figure,
adoption,2024,All,all,all,residence_type,detached_house,77,percent,5155,p.14 / PDF 22,text,overall detached only
adoption,2024,All,all,all,residence_type_prior_year_detached,detached_house,72,percent,,p.14 / PDF 22,text,2023 adoption survey value quoted in 2024 report
adoption,2024,All,dac,inside_dac,residence_type,detached_house,54,percent,5095,p.23 / PDF 31,figure,Fig 28
adoption,2024,All,dac,inside_dac,residence_type,apartment_condominium,29,percent,5095,p.23 / PDF 31,figure,
adoption,2024,All,dac,inside_dac,residence_type,attached_house,14,percent,5095,p.23 / PDF 31,figure,
adoption,2024,All,dac,inside_dac,residence_type,other,3,percent,5095,p.23 / PDF 31,figure,
adoption,2024,All,dac,outside_dac,residence_type,detached_house,81,percent,5095,p.23 / PDF 31,figure,Fig 28
adoption,2024,All,dac,outside_dac,residence_type,apartment_condominium,9,percent,5095,p.23 / PDF 31,figure,
adoption,2024,All,dac,outside_dac,residence_type,attached_house,8,percent,5095,p.23 / PDF 31,figure,
adoption,2024,All,dac,outside_dac,residence_type,other,0.8,percent,5095,p.23 / PDF 31,figure,
adoption,2024,BEV,all,all,household_income,lt25k,0.7,percent,4455,p.18 / PDF 26,figure,Fig 23
adoption,2024,BEV,all,all,household_income,25_50k,4,percent,4455,p.18 / PDF 26,figure,
adoption,2024,BEV,all,all,household_income,50_75k,9,percent,4455,p.18 / PDF 26,figure,
adoption,2024,BEV,all,all,household_income,75_100k,12,percent,4455,p.18 / PDF 26,figure,
adoption,2024,BEV,all,all,household_income,100_150k,22,percent,4455,p.18 / PDF 26,figure,
adoption,2024,BEV,all,all,household_income,150_200k,17,percent,4455,p.18 / PDF 26,figure,
adoption,2024,BEV,all,all,household_income,200_300k,17,percent,4455,p.18 / PDF 26,figure,
adoption,2024,BEV,all,all,household_income,300_400k,8,percent,4455,p.18 / PDF 26,figure,
adoption,2024,BEV,all,all,household_income,ge400k,10,percent,4455,p.18 / PDF 26,figure,
adoption,2024,PHEV,all,all,household_income,lt25k,0.3,percent,4455,p.18 / PDF 26,figure,Fig 23
adoption,2024,PHEV,all,all,household_income,25_50k,4,percent,4455,p.18 / PDF 26,figure,
adoption,2024,PHEV,all,all,household_income,50_75k,8,percent,4455,p.18 / PDF 26,figure,
adoption,2024,PHEV,all,all,household_income,75_100k,14,percent,4455,p.18 / PDF 26,figure,
adoption,2024,PHEV,all,all,household_income,100_150k,25,percent,4455,p.18 / PDF 26,figure,
adoption,2024,PHEV,all,all,household_income,150_200k,17,percent,4455,p.18 / PDF 26,figure,
adoption,2024,PHEV,all,all,household_income,200_300k,16,percent,4455,p.18 / PDF 26,figure,
adoption,2024,PHEV,all,all,household_income,300_400k,7,percent,4455,p.18 / PDF 26,figure,
adoption,2024,PHEV,all,all,household_income,ge400k,9,percent,4455,p.18 / PDF 26,figure,
adoption,2024,All,dac,inside_dac,household_income_lt_150k,share,64,percent,,p.21 / PDF 29,text,
adoption,2024,All,dac,outside_dac,household_income_lt_150k,share,46,percent,,p.21 / PDF 29,text,
adoption,2024,All,all,all,dac_share_of_respondents,inside_dac,16,percent,,p.19 / PDF 27,text,
adoption,2024,All,all,all,dac_share_of_participants,inside_dac,16,percent,41717,p.19 / PDF 27,text,
adoption,2024,BEV,all,all,vehicle_replacement_status,replaces_household_car,80,percent,5268,p.4 / PDF 12,figure,Fig 2
adoption,2024,BEV,all,all,vehicle_replacement_status,adds_to_fleet,15,percent,5268,p.4 / PDF 12,figure,
adoption,2024,BEV,all,all,vehicle_replacement_status,first_or_only_car,5,percent,5268,p.4 / PDF 12,figure,
adoption,2024,PHEV,all,all,vehicle_replacement_status,replaces_household_car,88,percent,5268,p.4 / PDF 12,figure,Fig 2
adoption,2024,PHEV,all,all,vehicle_replacement_status,adds_to_fleet,9,percent,5268,p.4 / PDF 12,figure,
adoption,2024,PHEV,all,all,vehicle_replacement_status,first_or_only_car,3,percent,5268,p.4 / PDF 12,figure,
adoption,2024,All,dac,inside_dac,vehicle_replacement_status,replaces_household_car,83,percent,5207,p.23 / PDF 31,figure,Fig 29
adoption,2024,All,dac,inside_dac,vehicle_replacement_status,adds_to_fleet,9,percent,5207,p.23 / PDF 31,figure,
adoption,2024,All,dac,inside_dac,vehicle_replacement_status,first_or_only_car,8,percent,5207,p.23 / PDF 31,figure,
adoption,2024,All,dac,outside_dac,vehicle_replacement_status,replaces_household_car,83,percent,5207,p.23 / PDF 31,figure,Fig 29
adoption,2024,All,dac,outside_dac,vehicle_replacement_status,adds_to_fleet,13,percent,5207,p.23 / PDF 31,figure,
adoption,2024,All,dac,outside_dac,vehicle_replacement_status,first_or_only_car,4,percent,5207,p.23 / PDF 31,figure,
adoption,2024,BEV,all,all,replaced_vehicle_fuel,gasoline,61,percent,4324,p.5 / PDF 13,figure,Fig 3; base = replacers
adoption,2024,BEV,all,all,replaced_vehicle_fuel,bev,28,percent,4324,p.5 / PDF 13,figure,
adoption,2024,BEV,all,all,replaced_vehicle_fuel,conventional_hybrid,6,percent,4324,p.5 / PDF 13,figure,
adoption,2024,BEV,all,all,replaced_vehicle_fuel,phev,4,percent,4324,p.5 / PDF 13,figure,
adoption,2024,BEV,all,all,replaced_vehicle_fuel,diesel,0.5,percent,4324,p.5 / PDF 13,figure,
adoption,2024,BEV,all,all,replaced_vehicle_fuel,flex_fuel,0.3,percent,4324,p.5 / PDF 13,figure,
adoption,2024,BEV,all,all,replaced_vehicle_fuel,fcev,0.1,percent,4324,p.5 / PDF 13,figure,
adoption,2024,BEV,all,all,replaced_vehicle_fuel,other,0.1,percent,4324,p.5 / PDF 13,figure,
adoption,2024,BEV,all,all,replaced_vehicle_fuel,cng,0,percent,4324,p.5 / PDF 13,figure,
adoption,2024,PHEV,all,all,replaced_vehicle_fuel,gasoline,63,percent,4324,p.5 / PDF 13,figure,Fig 3
adoption,2024,PHEV,all,all,replaced_vehicle_fuel,bev,0.8,percent,4324,p.5 / PDF 13,figure,
adoption,2024,PHEV,all,all,replaced_vehicle_fuel,conventional_hybrid,9,percent,4324,p.5 / PDF 13,figure,
adoption,2024,PHEV,all,all,replaced_vehicle_fuel,phev,26,percent,4324,p.5 / PDF 13,figure,
adoption,2024,PHEV,all,all,replaced_vehicle_fuel,diesel,0.1,percent,4324,p.5 / PDF 13,figure,
adoption,2024,PHEV,all,all,replaced_vehicle_fuel,flex_fuel,0.1,percent,4324,p.5 / PDF 13,figure,
adoption,2024,PHEV,all,all,replaced_vehicle_fuel,fcev,0,percent,4324,p.5 / PDF 13,figure,
adoption,2024,PHEV,all,all,replaced_vehicle_fuel,other,0,percent,4324,p.5 / PDF 13,figure,
adoption,2024,PHEV,all,all,replaced_vehicle_fuel,cng,0.1,percent,4324,p.5 / PDF 13,figure,
adoption,2024,BEV,all,all,first_ev_ever,yes,72,percent,5272,p.5 / PDF 13,figure,Fig 4
adoption,2024,PHEV,all,all,first_ev_ever,yes,81,percent,5272,p.5 / PDF 13,figure,Fig 4
adoption,2024,All,all,all,first_ev_ever,yes,75,percent,5272,p.4 / PDF 12,text,
cse_vehicle_characteristics_deck,2024,All,all,all,rebates_leased_share,lease,64,percent,45535,PDF 10,text,B-admin; share of rebates
cse_vehicle_characteristics_deck,2023,All,all,all,rebates_leased_share,lease,39,percent,,PDF 10,text,B-admin
cse_vehicle_characteristics_deck,2022,All,all,all,rebates_leased_share,lease,19,percent,,PDF 10,text,B-admin
cse_vehicle_characteristics_deck,2024,All,all,all,funding_leased_share,lease,67,percent,,PDF 10,figure,B-admin; share of rebate dollars
cse_vehicle_characteristics_deck,2024,All,all,all,rebates_urban_rural_share,urban,88,percent,,PDF 19,figure,B-admin; Census 2020 urban-rural; classified for 95% of 2024 purchases
cse_vehicle_characteristics_deck,2024,All,all,all,rebates_urban_rural_share,rural,12,percent,,PDF 19,figure,
cse_vehicle_characteristics_deck,2024,All,all,all,rebates_vehicle_category_share,tesla_bev,41,percent,45535,PDF 4,text,B-admin
cse_vehicle_characteristics_deck,2024,All,all,all,rebates_vehicle_category_share,phev,35,percent,45535,PDF 4,text,
cse_vehicle_characteristics_deck,2024,All,all,all,rebates_vehicle_category_share,other_bev,24,percent,45535,PDF 4,text,
cse_vehicle_characteristics_deck,2024,All,all,all,rebates_500_dollar_share,500_dollar,90,percent,45535,PDF 15,text,B-admin; $500 = <40 e-miles or MSRP > $42k
cse_vehicle_characteristics_deck,2024,All,all,all,rebates_min_msrp_lt_40k_share,msrp_lt_40k,17,percent,,PDF 15,text,"B-admin; model minimum MSRP, not transaction price"
cse_vehicle_characteristics_deck,2023,All,all,all,rebates_min_msrp_lt_40k_share,msrp_lt_40k,12,percent,,PDF 15,text,"B-admin; model minimum MSRP, not transaction price"
cse_vehicle_characteristics_deck,2022,All,all,all,rebates_min_msrp_lt_40k_share,msrp_lt_40k,29,percent,,PDF 15,text,"B-admin; model minimum MSRP, not transaction price"
cse_vehicle_characteristics_deck,2021,All,all,all,rebates_min_msrp_lt_40k_share,msrp_lt_40k,60,percent,,PDF 15,text,"B-admin; model minimum MSRP, not transaction price"
cse_vehicle_replacement_deck,2017,All,all,all,vehicle_replacement_rate,replaced_a_vehicle,81,percent,1011,PDF 8,figure,adoption-survey data pooled by CSE (cut-off differs from annual reports)
cse_vehicle_replacement_deck,2018,All,all,all,vehicle_replacement_rate,replaced_a_vehicle,85,percent,2201,PDF 8,figure,adoption-survey data pooled by CSE (cut-off differs from annual reports)
cse_vehicle_replacement_deck,2019,All,all,all,vehicle_replacement_rate,replaced_a_vehicle,84,percent,2245,PDF 8,figure,adoption-survey data pooled by CSE (cut-off differs from annual reports)
cse_vehicle_replacement_deck,2020,All,all,all,vehicle_replacement_rate,replaced_a_vehicle,79,percent,3394,PDF 8,figure,adoption-survey data pooled by CSE (cut-off differs from annual reports)
cse_vehicle_replacement_deck,2021,All,all,all,vehicle_replacement_rate,replaced_a_vehicle,80,percent,5080,PDF 8,figure,adoption-survey data pooled by CSE (cut-off differs from annual reports)
cse_vehicle_replacement_deck,2022,All,all,all,vehicle_replacement_rate,replaced_a_vehicle,78,percent,5458,PDF 8,figure,adoption-survey data pooled by CSE (cut-off differs from annual reports)
cse_vehicle_replacement_deck,2023,All,all,all,vehicle_replacement_rate,replaced_a_vehicle,77,percent,7196,PDF 8,figure,adoption-survey data pooled by CSE (cut-off differs from annual reports)
cse_vehicle_replacement_deck,2024,All,all,all,vehicle_replacement_rate,replaced_a_vehicle,83,percent,5569,PDF 8,figure,adoption-survey data pooled by CSE (cut-off differs from annual reports)
cse_vehicle_replacement_deck,2024,All,all,all,replaced_vehicle_age_10plus_years,share,20,percent,4502,PDF 9,text,'1/5th of replaced vehicles were 10+ years old'
cse_vehicle_replacement_deck,2023,All,all,all,replaced_vehicle_age_10plus_years,share,25,percent,5554,PDF 18,text,'1/4th'
cse_vehicle_replacement_deck,2024,All,all,all,replaced_vehicle_fuel_gasoline_only,gasoline,64,percent,4502,PDF 12,text,
cse_vehicle_replacement_deck,2023,All,all,all,replaced_vehicle_fuel_gasoline_only,gasoline,70,percent,5554,PDF 12,text,
cse_consumer_characteristics_deck,2017,All,all,all,tenure,own,90,percent,,PDF 15,table,adoption-survey based; 'prefer not to answer' excluded; 2017 = from Mar 2017
cse_consumer_characteristics_deck,2017,All,all,all,household_income_ge_100k,share,63,percent,,PDF 15,table,adoption-survey based
cse_consumer_characteristics_deck,2018,All,all,all,tenure,own,90,percent,,PDF 15,table,adoption-survey based; 'prefer not to answer' excluded; 2017 = from Mar 2017
cse_consumer_characteristics_deck,2018,All,all,all,household_income_ge_100k,share,68,percent,,PDF 15,table,adoption-survey based
cse_consumer_characteristics_deck,2019,All,all,all,tenure,own,88,percent,,PDF 15,table,adoption-survey based; 'prefer not to answer' excluded; 2017 = from Mar 2017
cse_consumer_characteristics_deck,2019,All,all,all,household_income_ge_100k,share,69,percent,,PDF 15,table,adoption-survey based
cse_consumer_characteristics_deck,2020,All,all,all,tenure,own,85,percent,,PDF 15,table,adoption-survey based; 'prefer not to answer' excluded; 2017 = from Mar 2017
cse_consumer_characteristics_deck,2020,All,all,all,household_income_ge_100k,share,72,percent,,PDF 15,table,adoption-survey based
cse_consumer_characteristics_deck,2021,All,all,all,tenure,own,83,percent,,PDF 15,table,adoption-survey based; 'prefer not to answer' excluded; 2017 = from Mar 2017
cse_consumer_characteristics_deck,2021,All,all,all,household_income_ge_100k,share,71,percent,,PDF 15,table,adoption-survey based
cse_consumer_characteristics_deck,2022,All,all,all,tenure,own,86,percent,,PDF 15,table,adoption-survey based; 'prefer not to answer' excluded; 2017 = from Mar 2017
cse_consumer_characteristics_deck,2022,All,all,all,household_income_ge_100k,share,78,percent,,PDF 15,table,adoption-survey based
cse_consumer_characteristics_deck,2023,All,all,all,tenure,own,81,percent,,PDF 15,table,adoption-survey based; 'prefer not to answer' excluded; 2017 = from Mar 2017
cse_consumer_characteristics_deck,2023,All,all,all,household_income_ge_100k,share,73,percent,,PDF 15,table,adoption-survey based
cse_consumer_characteristics_deck,2024,All,all,all,tenure,own,82,percent,5593,PDF 15,table,adoption-survey based; 'prefer not to answer' excluded; 2017 = from Mar 2017
cse_consumer_characteristics_deck,2024,All,all,all,household_income_ge_100k,share,74,percent,5593,PDF 15,table,adoption-survey based
cse_consumer_characteristics_deck,2022,All,comparison_population,ny_new_vehicle_buyers_nves2022,tenure,own,77,percent,,PDF 12,table,Strategic Vision NVES 2022 (no Tesla buyers)
cse_consumer_characteristics_deck,2022,All,comparison_population,ny_new_vehicle_buyers_nves2022,household_income_gt_100k,share,55,percent,,PDF 12,table,NVES uses >100k
cse_consumer_characteristics_deck,2023,All,comparison_population,ny_households_acs_pums_2019_2023,tenure,own,54,percent,,PDF 12,table,household-level ACS PUMS 2019-2023
cse_consumer_characteristics_deck,2023,All,comparison_population,ny_households_acs_pums_2019_2023,household_income_ge_100k,share,43,percent,,PDF 12,table,household-level ACS PUMS 2019-2023
cse_consumer_characteristics_deck,2024,All,all,all,funding_to_households_income_lt_200k,share,68,percent,4748,PDF 5,text,
cse_consumer_characteristics_deck,2019,All,purchase_year_group,2017-2019,program_share_of_ny_ev_sales,share,56,percent,5474,PDF 22,figure,approximate vs Autos Innovate dashboard; program population N=21843
cse_consumer_characteristics_deck,2020,All,purchase_year_group,2020,program_share_of_ny_ev_sales,share,72,percent,3480,PDF 22,figure,approximate vs Autos Innovate dashboard; program population N=13038
cse_consumer_characteristics_deck,2021,All,purchase_year_group,2021,program_share_of_ny_ev_sales,share,65,percent,5087,PDF 22,figure,approximate vs Autos Innovate dashboard; program population N=23098
cse_consumer_characteristics_deck,2022,All,purchase_year_group,2022,program_share_of_ny_ev_sales,share,66,percent,5472,PDF 22,figure,approximate vs Autos Innovate dashboard; program population N=27187
cse_consumer_characteristics_deck,2023,All,purchase_year_group,2023,program_share_of_ny_ev_sales,share,61,percent,7225,PDF 22,figure,approximate vs Autos Innovate dashboard; program population N=46237
cse_consumer_characteristics_deck,2024,All,purchase_year_group,2024,program_share_of_ny_ev_sales,share,53,percent,5593,PDF 22,figure,approximate vs Autos Innovate dashboard; program population N=45443
